"product_key","product_name","brand","subcategory","category","order_count","units_sold","revenue_usd","cost_usd","profit_usd","profit_margin"
"198","Litware Home Theater System 4.1 Channel M411 Black","Litware","Home Theater System","TV and Video","3","9","5391.00","2479.14","2911.86","0.5401"
"199","Litware Home Theater System 4.1 Channel M412 Black","Litware","Home Theater System","TV and Video","3","5","2845.00","1308.30","1536.70","0.5401"
"200","Litware Home Theater System 4.1 Channel M413 Black","Litware","Home Theater System","TV and Video","3","11","6039.00","2777.17","3261.83","0.5401"
"201","Litware Home Theater System 5.1 Channel M512 Black","Litware","Home Theater System","TV and Video","6","27","18873.00","8678.88","10194.12","0.5401"
"202","Litware Home Theater System 5.1 Channel M513 Black","Litware","Home Theater System","TV and Video","6","18","12402.00","5703.30","6698.70","0.5401"
"203","Litware Home Theater System 7.1 Channel M710 Black","Litware","Home Theater System","TV and Video","2","13","10387.00","3441.36","6945.64","0.6687"
"204","Litware Home Theater System 7.1 Channel X711 Black","Litware","Home Theater System","TV and Video","3","10","11090.00","3674.30","7415.70","0.6687"
"205","Litware Home Theater System 5.1 Channel M514 Black","Litware","Home Theater System","TV and Video","2","4","2396.00","1101.84","1294.16","0.5401"
"206","Litware Home Theater System 5.1 Channel M515 Black","Litware","Home Theater System","TV and Video","6","17","9673.00","4448.22","5224.78","0.5401"
"207","Litware Home Theater System 5.1 Channel M516 Black","Litware","Home Theater System","TV and Video","9","36","20844.00","9585.36","11258.64","0.5401"
"208","Litware Home Theater System 4.1 Channel M410 Silver","Litware","Home Theater System","TV and Video","3","13","7787.00","3580.98","4206.02","0.5401"
"209","Litware Home Theater System 5.1 Channel M511 Silver","Litware","Home Theater System","TV and Video","6","13","9087.00","4178.72","4908.28","0.5401"
"210","Litware Home Theater System 2.1 Channel E210 Silver","Litware","Home Theater System","TV and Video","2","8","2392.00","1219.52","1172.48","0.4902"
"211","Litware Home Theater System 5.1 Channel M510 Silver","Litware","Home Theater System","TV and Video","6","21","13419.00","6170.85","7248.15","0.5401"
"212","Litware Home Theater System 2.1 Channel E211 Silver","Litware","Home Theater System","TV and Video","3","16","4318.40","2201.60","2116.80","0.4902"
"213","Litware Home Theater System 2.1 Channel E212 Silver","Litware","Home Theater System","TV and Video","2","4","1199.60","611.60","588.00","0.4902"
"214","Litware Home Theater System 4.1 Channel M411 Silver","Litware","Home Theater System","TV and Video","3","7","4193.00","1928.22","2264.78","0.5401"
"215","Litware Home Theater System 4.1 Channel M412 Silver","Litware","Home Theater System","TV and Video","8","16","9104.00","4186.56","4917.44","0.5401"
"216","Litware Home Theater System 4.1 Channel M413 Silver","Litware","Home Theater System","TV and Video","1","6","3294.00","1514.82","1779.18","0.5401"
"217","Litware Home Theater System 5.1 Channel M512 Silver","Litware","Home Theater System","TV and Video","4","20","13980.00","6428.80","7551.20","0.5401"
"218","Litware Home Theater System 5.1 Channel M513 Silver","Litware","Home Theater System","TV and Video","4","15","10335.00","4752.75","5582.25","0.5401"
"219","Litware Home Theater System 7.1 Channel M710 Silver","Litware","Home Theater System","TV and Video","7","27","21573.00","7147.44","14425.56","0.6687"
"220","Litware Home Theater System 7.1 Channel X711 Silver","Litware","Home Theater System","TV and Video","9","18","19962.00","6613.74","13348.26","0.6687"
"221","Litware Home Theater System 5.1 Channel M514 Silver","Litware","Home Theater System","TV and Video","2","3","1797.00","826.38","970.62","0.5401"
"222","Litware Home Theater System 5.1 Channel M515 Silver","Litware","Home Theater System","TV and Video","5","19","10811.00","4971.54","5839.46","0.5401"
"223","Litware Home Theater System 5.1 Channel M516 Silver","Litware","Home Theater System","TV and Video","5","19","11001.00","5058.94","5942.06","0.5401"
"224","Litware Home Theater System 4.1 Channel M410 Brown","Litware","Home Theater System","TV and Video","3","4","2396.00","1101.84","1294.16","0.5401"
"225","Litware Home Theater System 5.1 Channel M511 Brown","Litware","Home Theater System","TV and Video","7","33","23067.00","10607.52","12459.48","0.5401"
"226","Litware Home Theater System 2.1 Channel E210 Brown","Litware","Home Theater System","TV and Video","4","13","3887.00","1981.72","1905.28","0.4902"
"227","Litware Home Theater System 5.1 Channel M510 Brown","Litware","Home Theater System","TV and Video","6","11","7029.00","3232.35","3796.65","0.5401"
"228","Litware Home Theater System 2.1 Channel E211 Brown","Litware","Home Theater System","TV and Video","2","3","809.70","412.80","396.90","0.4902"
"229","Litware Home Theater System 2.1 Channel E212 Brown","Litware","Home Theater System","TV and Video","3","7","2099.30","1070.30","1029.00","0.4902"
"230","Litware Home Theater System 4.1 Channel M411 Brown","Litware","Home Theater System","TV and Video","4","9","5391.00","2479.14","2911.86","0.5401"
"231","Litware Home Theater System 4.1 Channel M412 Brown","Litware","Home Theater System","TV and Video","6","18","10242.00","4709.88","5532.12","0.5401"
"232","Litware Home Theater System 4.1 Channel M413 Brown","Litware","Home Theater System","TV and Video","3","11","6039.00","2777.17","3261.83","0.5401"
"233","Litware Home Theater System 5.1 Channel M512 Brown","Litware","Home Theater System","TV and Video","5","14","9786.00","4500.16","5285.84","0.5401"
"234","Litware Home Theater System 5.1 Channel M513 Brown","Litware","Home Theater System","TV and Video","3","4","2756.00","1267.40","1488.60","0.5401"
"235","Litware Home Theater System 7.1 Channel M710 Brown","Litware","Home Theater System","TV and Video","2","2","1598.00","529.44","1068.56","0.6687"
"236","Litware Home Theater System 7.1 Channel X711 Brown","Litware","Home Theater System","TV and Video","5","15","16635.00","5511.45","11123.55","0.6687"
"237","Litware Home Theater System 5.1 Channel M514 Brown","Litware","Home Theater System","TV and Video","6","18","10782.00","4958.28","5823.72","0.5401"
"238","Litware Home Theater System 5.1 Channel M515 Brown","Litware","Home Theater System","TV and Video","4","11","6259.00","2878.26","3380.74","0.5401"
"239","Litware Home Theater System 5.1 Channel M516 Brown","Litware","Home Theater System","TV and Video","4","11","6369.00","2928.86","3440.14","0.5401"
"240","Contoso Home Theater System 2.1 Channel E1200 Black","Contoso","Home Theater System","TV and Video","2","3","897.00","457.32","439.68","0.4902"
"241","Contoso Home Theater System 2.1 Channel M1210 Black","Contoso","Home Theater System","TV and Video","6","15","4935.00","2515.95","2419.05","0.4902"
"242","Contoso Home Theater System 7.1 Channel M1700 Black","Contoso","Home Theater System","TV and Video","6","20","17780.00","5890.80","11889.20","0.6687"
"243","Contoso Home Theater System 4.1 Channel M1400 Black","Contoso","Home Theater System","TV and Video","3","13","5317.00","2710.76","2606.24","0.4902"
"244","Contoso Home Theater System 5.1 Channel M1500 Black","Contoso","Home Theater System","TV and Video","6","9","3861.00","1775.52","2085.48","0.5401"
"245","Contoso Home Theater System 5.1 Channel M1510 Black","Contoso","Home Theater System","TV and Video","4","9","4401.00","2023.83","2377.17","0.5401"
"246","Contoso Home Theater System 4.1 Channel M1410 Black","Contoso","Home Theater System","TV and Video","5","18","5922.00","3019.14","2902.86","0.4902"
"247","Contoso Home Theater System 5.1 Channel M1520 Black","Contoso","Home Theater System","TV and Video","2","3","1017.00","467.67","549.33","0.5401"
"248","Contoso Home Theater System 5.1 Channel M1530 Black","Contoso","Home Theater System","TV and Video","2","2","798.00","366.98","431.02","0.5401"
"249","Contoso Home Theater System 2.1 Channel E1220 Black","Contoso","Home Theater System","TV and Video","3","8","1592.00","811.68","780.32","0.4902"
"250","Contoso Home Theater System 5.1 Channel M1540 Black","Contoso","Home Theater System","TV and Video","5","14","7406.00","3405.78","4000.22","0.5401"
"251","Contoso Home Theater System 4.1 Channel M1420 Black","Contoso","Home Theater System","TV and Video","4","25","12000.00","6118.00","5882.00","0.4902"
"252","Contoso Home Theater System 2.1 Channel M1230 Black","Contoso","Home Theater System","TV and Video","4","18","6480.00","3303.72","3176.28","0.4902"
"253","Contoso Home Theater System 2.1 Channel E1200 Silver","Contoso","Home Theater System","TV and Video","5","18","5382.00","2743.92","2638.08","0.4902"
"254","Contoso Home Theater System 2.1 Channel M1210 Silver","Contoso","Home Theater System","TV and Video","2","10","3290.00","1677.30","1612.70","0.4902"
"255","Contoso Home Theater System 7.1 Channel M1700 Silver","Contoso","Home Theater System","TV and Video","8","34","30226.00","10014.36","20211.64","0.6687"
"256","Contoso Home Theater System 4.1 Channel M1400 Silver","Contoso","Home Theater System","TV and Video","1","5","2045.00","1042.60","1002.40","0.4902"
"257","Contoso Home Theater System 5.1 Channel M1500 Silver","Contoso","Home Theater System","TV and Video","6","21","9009.00","4142.88","4866.12","0.5401"
"258","Contoso Home Theater System 5.1 Channel M1510 Silver","Contoso","Home Theater System","TV and Video","2","16","7824.00","3597.92","4226.08","0.5401"
"259","Contoso Home Theater System 4.1 Channel M1410 Silver","Contoso","Home Theater System","TV and Video","4","21","6909.00","3522.33","3386.67","0.4902"
"260","Contoso Home Theater System 5.1 Channel M1520 Silver","Contoso","Home Theater System","TV and Video","5","11","3729.00","1714.79","2014.21","0.5401"
"261","Contoso Home Theater System 5.1 Channel M1530 Silver","Contoso","Home Theater System","TV and Video","3","9","3591.00","1651.41","1939.59","0.5401"
"262","Contoso Home Theater System 2.1 Channel E1220 Silver","Contoso","Home Theater System","TV and Video","3","7","1393.00","710.22","682.78","0.4902"
"263","Contoso Home Theater System 5.1 Channel M1540 Silver","Contoso","Home Theater System","TV and Video","6","14","7406.00","3405.78","4000.22","0.5401"
"264","Contoso Home Theater System 4.1 Channel M1420 Silver","Contoso","Home Theater System","TV and Video","5","19","9120.00","4649.68","4470.32","0.4902"
"265","Contoso Home Theater System 2.1 Channel M1230 Silver","Contoso","Home Theater System","TV and Video","7","21","7560.00","3854.34","3705.66","0.4902"
"266","Contoso Home Theater System 2.1 Channel E1200 White","Contoso","Home Theater System","TV and Video","3","9","2691.00","1371.96","1319.04","0.4902"
"267","Contoso Home Theater System 2.1 Channel M1210 White","Contoso","Home Theater System","TV and Video","5","12","3948.00","2012.76","1935.24","0.4902"
"268","Contoso Home Theater System 7.1 Channel M1700 White","Contoso","Home Theater System","TV and Video","3","14","12446.00","4123.56","8322.44","0.6687"
"269","Contoso Home Theater System 4.1 Channel M1400 White","Contoso","Home Theater System","TV and Video","1","2","818.00","417.04","400.96","0.4902"
"270","Contoso Home Theater System 5.1 Channel M1500 White","Contoso","Home Theater System","TV and Video","4","11","4719.00","2170.08","2548.92","0.5401"
"271","Contoso Home Theater System 5.1 Channel M1510 White","Contoso","Home Theater System","TV and Video","6","19","9291.00","4272.53","5018.47","0.5401"
"272","Contoso Home Theater System 4.1 Channel M1410 White","Contoso","Home Theater System","TV and Video","6","20","6580.00","3354.60","3225.40","0.4902"
"273","Contoso Home Theater System 5.1 Channel M1520 White","Contoso","Home Theater System","TV and Video","7","26","8814.00","4053.14","4760.86","0.5401"
"275","Contoso Home Theater System 2.1 Channel E1220 White","Contoso","Home Theater System","TV and Video","2","3","597.00","304.38","292.62","0.4902"
"276","Contoso Home Theater System 5.1 Channel M1540 White","Contoso","Home Theater System","TV and Video","3","16","8464.00","3892.32","4571.68","0.5401"
"277","Contoso Home Theater System 4.1 Channel M1420 White","Contoso","Home Theater System","TV and Video","5","19","9120.00","4649.68","4470.32","0.4902"
"278","Contoso Home Theater System 2.1 Channel M1230 White","Contoso","Home Theater System","TV and Video","8","30","10800.00","5506.20","5293.80","0.4902"
"279","Contoso Home Theater System 2.1 Channel E1200 Brown","Contoso","Home Theater System","TV and Video","4","6","1794.00","914.64","879.36","0.4902"
"280","Contoso Home Theater System 2.1 Channel M1210 Brown","Contoso","Home Theater System","TV and Video","4","17","5593.00","2851.41","2741.59","0.4902"
"281","Contoso Home Theater System 7.1 Channel M1700 Brown","Contoso","Home Theater System","TV and Video","2","5","4445.00","1472.70","2972.30","0.6687"
"282","Contoso Home Theater System 4.1 Channel M1400 Brown","Contoso","Home Theater System","TV and Video","4","7","2863.00","1459.64","1403.36","0.4902"
"283","Contoso Home Theater System 5.1 Channel M1500 Brown","Contoso","Home Theater System","TV and Video","8","17","7293.00","3353.76","3939.24","0.5401"
"284","Contoso Home Theater System 5.1 Channel M1510 Brown","Contoso","Home Theater System","TV and Video","6","14","6846.00","3148.18","3697.82","0.5401"
"285","Contoso Home Theater System 4.1 Channel M1410 Brown","Contoso","Home Theater System","TV and Video","9","23","7567.00","3857.79","3709.21","0.4902"
"286","Contoso Home Theater System 5.1 Channel M1520 Brown","Contoso","Home Theater System","TV and Video","5","11","3729.00","1714.79","2014.21","0.5401"
"287","Contoso Home Theater System 5.1 Channel M1530 Brown","Contoso","Home Theater System","TV and Video","7","24","9576.00","4403.76","5172.24","0.5401"
"288","Contoso Home Theater System 2.1 Channel E1220 Brown","Contoso","Home Theater System","TV and Video","3","7","1393.00","710.22","682.78","0.4902"
"289","Contoso Home Theater System 5.1 Channel M1540 Brown","Contoso","Home Theater System","TV and Video","2","8","4232.00","1946.16","2285.84","0.5401"
"290","Contoso Home Theater System 4.1 Channel M1420 Brown","Contoso","Home Theater System","TV and Video","6","19","9120.00","4649.68","4470.32","0.4902"
"291","Contoso Home Theater System 2.1 Channel M1230 Brown","Contoso","Home Theater System","TV and Video","8","40","14400.00","7341.60","7058.40","0.4902"
"292","SV Car Video LCD7W M7080 Black","Southridge Video","Car Video","TV and Video","10","27","13500.00","6208.11","7291.89","0.5401"
"293","SV Car Video LCD7W M7081 Black","Southridge Video","Car Video","TV and Video","12","40","19960.00","9178.80","10781.20","0.5401"
"294","SV Car Video TFT7 M7000 Black","Southridge Video","Car Video","TV and Video","8","30","8970.00","4573.20","4396.80","0.4902"
"295","SV Car Video TFT6.2W E6280 Black","Southridge Video","Car Video","TV and Video","6","15","4185.00","2133.60","2051.40","0.4902"
"296","SV Car Video TFT6.2W E6281 Black","Southridge Video","Car Video","TV and Video","10","32","8288.00","4225.60","4062.40","0.4902"
"297","SV Car Video TFT6.2W E6282 Black","Southridge Video","Car Video","TV and Video","9","22","5918.00","3017.08","2900.92","0.4902"
"298","SV Car Video TFT7 M7001 Black","Southridge Video","Car Video","TV and Video","6","15","4635.00","2363.10","2271.90","0.4902"
"299","SV Car Video AM/FM E1000 Black","Southridge Video","Car Video","TV and Video","12","42","8358.00","4261.32","4096.68","0.4902"
"300","SV Car Video AM/FM E1001 Black","Southridge Video","Car Video","TV and Video","11","37","8103.00","4131.05","3971.95","0.4902"
"301","SV Car Video TFT7 M7002 Black","Southridge Video","Car Video","TV and Video","11","26","8294.00","4228.64","4065.36","0.4902"
"302","SV Car Video LCD9.2W X9280 Black","Southridge Video","Car Video","TV and Video","10","44","43956.00","14563.56","29392.44","0.6687"
"303","SV Car Video LCD9.2W X9281 Black","Southridge Video","Car Video","TV and Video","9","20","17380.00","5758.40","11621.60","0.6687"
"304","SV Car Video LCD7W M7082 Black","Southridge Video","Car Video","TV and Video","7","21","14679.00","6750.24","7928.76","0.5401"
"305","SV Car Video LCD7 M7001 Black","Southridge Video","Car Video","TV and Video","13","38","12502.00","5749.40","6752.60","0.5401"
"306","SV Car Video LCD7 M7002 Black","Southridge Video","Car Video","TV and Video","2","10","3690.00","1696.90","1993.10","0.5401"
